"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051018","GO:0051018","protein kinase A binding","2/260","26/6790",0.262505570885125,0.885295362264713,0.817227792317833,"RPS3/EZR",2
"GO:0000049","GO:0000049","tRNA binding","2/260","27/6790",0.27689668281014,0.885295362264713,0.817227792317833,"EEF1A1/RPL35A",2
"GO:0045309","GO:0045309","protein phosphorylated amino acid binding","2/260","27/6790",0.27689668281014,0.885295362264713,0.817227792317833,"PFN1/YWHAZ",2
"GO:0042803","GO:0042803","protein homodimerization activity","16/260","354/6790",0.280826808631242,0.885295362264713,0.817227792317833,"B2M/ENO1/PSAP/S100A10/S100A6/S100P/TPI1/TYROBP/APOE/RACK1/C16orf89/HSPB1/HSP90AA1/S100A11/PGRMC1/ODC1",16
"GO:0008022","GO:0008022","protein C-terminus binding","5/260","93/6790",0.283827676679263,0.885295362264713,0.817227792317833,"SDC1/ATP1B1/BCAM/EZR/PABPC1",5
"GO:0005080","GO:0005080","protein kinase C binding","2/260","28/6790",0.291271180603279,0.885295362264713,0.817227792317833,"RACK1/HSPB1",2
"GO:0008081","GO:0008081","phosphoric diester hydrolase activity","2/260","28/6790",0.291271180603279,0.885295362264713,0.817227792317833,"PLD3/PDIA3",2
"GO:0120013","GO:0120013","lipid transfer activity","2/260","28/6790",0.291271180603279,0.885295362264713,0.817227792317833,"APOE/NPC2",2
"GO:0019829","GO:0019829","ATPase-coupled cation transmembrane transporter activity","2/260","29/6790",0.305609304005867,0.885295362264713,0.817227792317833,"ATP5F1B/ATP1B1",2
"GO:0004866","GO:0004866","endopeptidase inhibitor activity","5/260","97/6790",0.313961593698277,0.885295362264713,0.817227792317833,"GAPDH/TIMP1/WFDC2/SPINK1/PEBP1",5
"GO:0019838","GO:0019838","growth factor binding","5/260","97/6790",0.313961593698277,0.885295362264713,0.817227792317833,"IGFBP5/COL3A1/IGFBP4/RPS2/COL1A2",5
"GO:0016853","GO:0016853","isomerase activity","4/260","74/6790",0.314522549533033,0.885295362264713,0.817227792317833,"PDIA4/TPI1/NAXE/PDIA3",4
"GO:0016903","GO:0016903","oxidoreductase activity, acting on the aldehyde or oxo group of donors","2/260","30/6790",0.319892819114176,0.885295362264713,0.817227792317833,"GAPDH/AKR1B10",2
"GO:0005509","GO:0005509","calcium ion binding","14/260","315/6790",0.320485375655934,0.885295362264713,0.817227792317833,"S100A10/S100A6/S100P/S100A4/HSPA5/ANXA1/S100A11/S100A9/ALOX15B/PRSS2/S100A14/PLA2G2A/CALML5/PLS3",14
"GO:0004867","GO:0004867","serine-type endopeptidase inhibitor activity","3/260","52/6790",0.320798775673601,0.885295362264713,0.817227792317833,"WFDC2/SPINK1/PEBP1",3
"GO:0090079","GO:0090079","translation regulator activity, nucleic acid binding","3/260","52/6790",0.320798775673601,0.885295362264713,0.817227792317833,"EEF1A1/EIF1/PABPC1",3
"GO:0019903","GO:0019903","protein phosphatase binding","4/260","75/6790",0.323281245421191,0.885295362264713,0.817227792317833,"LGALS3/RACK1/HSP90AA1/SNX3",4
"GO:0000979","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding","1/260","10/6790",0.323419681545773,0.885295362264713,0.817227792317833,"H3-3B",1
"GO:0001846","GO:0001846","opsonin binding","1/260","10/6790",0.323419681545773,0.885295362264713,0.817227792317833,"VSIG4",1
"GO:0005521","GO:0005521","lamin binding","1/260","10/6790",0.323419681545773,0.885295362264713,0.817227792317833,"IFI27",1
"GO:0005537","GO:0005537","mannose binding","1/260","10/6790",0.323419681545773,0.885295362264713,0.817227792317833,"BSG",1
"GO:0008191","GO:0008191","metalloendopeptidase inhibitor activity","1/260","10/6790",0.323419681545773,0.885295362264713,0.817227792317833,"TIMP1",1
"GO:0016918","GO:0016918","retinal binding","1/260","10/6790",0.323419681545773,0.885295362264713,0.817227792317833,"CRABP2",1
"GO:0019841","GO:0019841","retinol binding","1/260","10/6790",0.323419681545773,0.885295362264713,0.817227792317833,"CRABP2",1
"GO:0031690","GO:0031690","adrenergic receptor binding","1/260","10/6790",0.323419681545773,0.885295362264713,0.817227792317833,"GNAS",1
"GO:0034236","GO:0034236","protein kinase A catalytic subunit binding","1/260","10/6790",0.323419681545773,0.885295362264713,0.817227792317833,"EZR",1
"GO:0140313","GO:0140313","molecular sequestering activity","1/260","10/6790",0.323419681545773,0.885295362264713,0.817227792317833,"YWHAZ",1
"GO:0140323","GO:0140323","solute:anion antiporter activity","1/260","10/6790",0.323419681545773,0.885295362264713,0.817227792317833,"SLC25A6",1
"GO:1904680","GO:1904680","peptide transmembrane transporter activity","1/260","10/6790",0.323419681545773,0.885295362264713,0.817227792317833,"TAPBP",1
"GO:0001221","GO:0001221","transcription coregulator binding","3/260","53/6790",0.331408035762167,0.885295362264713,0.817227792317833,"ENO1/ELOB/HDGF",3
"GO:0016298","GO:0016298","lipase activity","3/260","53/6790",0.331408035762167,0.885295362264713,0.817227792317833,"PLD3/PLA2G2A/PDIA3",3
"GO:1902936","GO:1902936","phosphatidylinositol bisphosphate binding","3/260","53/6790",0.331408035762167,0.885295362264713,0.817227792317833,"PFN1/WDR45B/SNX3",3
"GO:0019905","GO:0019905","syntaxin binding","2/260","31/6790",0.334104931218985,0.885295362264713,0.817227792317833,"VAMP8/TMED9",2
"GO:0030414","GO:0030414","peptidase inhibitor activity","5/260","100/6790",0.336834500964413,0.885295362264713,0.817227792317833,"GAPDH/TIMP1/WFDC2/SPINK1/PEBP1",5
"GO:0061134","GO:0061134","peptidase regulator activity","6/260","125/6790",0.345444987262892,0.885295362264713,0.817227792317833,"GAPDH/TIMP1/WFDC2/SPINK1/PEBP1/RACK1",6
"GO:0004181","GO:0004181","metallocarboxypeptidase activity","1/260","11/6790",0.349365239480596,0.885295362264713,0.817227792317833,"CPE",1
"GO:0005159","GO:0005159","insulin-like growth factor receptor binding","1/260","11/6790",0.349365239480596,0.885295362264713,0.817227792317833,"GNAS",1
"GO:0005324","GO:0005324","long-chain fatty acid transporter activity","1/260","11/6790",0.349365239480596,0.885295362264713,0.817227792317833,"FABP4",1
"GO:0015216","GO:0015216","purine nucleotide transmembrane transporter activity","1/260","11/6790",0.349365239480596,0.885295362264713,0.817227792317833,"SLC25A6",1
"GO:0034237","GO:0034237","protein kinase A regulatory subunit binding","1/260","11/6790",0.349365239480596,0.885295362264713,0.817227792317833,"EZR",1
"GO:0035035","GO:0035035","histone acetyltransferase binding","1/260","11/6790",0.349365239480596,0.885295362264713,0.817227792317833,"EGR1",1
"GO:0043395","GO:0043395","heparan sulfate proteoglycan binding","1/260","11/6790",0.349365239480596,0.885295362264713,0.817227792317833,"APOE",1
"GO:0048038","GO:0048038","quinone binding","1/260","11/6790",0.349365239480596,0.885295362264713,0.817227792317833,"ND4",1
"GO:0071889","GO:0071889","14-3-3 protein binding","1/260","11/6790",0.349365239480596,0.885295362264713,0.817227792317833,"ZFP36L1",1
"GO:0005319","GO:0005319","lipid transporter activity","4/260","79/6790",0.358439399776533,0.885295362264713,0.817227792317833,"SFTPA1/FABP4/APOE/NPC2",4
"GO:0001664","GO:0001664","G protein-coupled receptor binding","6/260","128/6790",0.366128085042308,0.885295362264713,0.817227792317833,"CCL2/CALCA/CCL18/CXCL14/GNAS/S100A14",6
"GO:0016247","GO:0016247","channel regulator activity","3/260","57/6790",0.373723711901942,0.885295362264713,0.817227792317833,"RACK1/TSPAN13/VAMP8",3
"GO:0099106","GO:0099106","ion channel regulator activity","3/260","57/6790",0.373723711901942,0.885295362264713,0.817227792317833,"RACK1/TSPAN13/VAMP8",3
"GO:0001671","GO:0001671","ATPase activator activity","1/260","12/6790",0.374319515588436,0.885295362264713,0.817227792317833,"ATP1B1",1
"GO:0005385","GO:0005385","zinc ion transmembrane transporter activity","1/260","12/6790",0.374319515588436,0.885295362264713,0.817227792317833,"SLC39A7",1
"GO:0015215","GO:0015215","nucleotide transmembrane transporter activity","1/260","12/6790",0.374319515588436,0.885295362264713,0.817227792317833,"SLC25A6",1
"GO:0016769","GO:0016769","transferase activity, transferring nitrogenous groups","1/260","12/6790",0.374319515588436,0.885295362264713,0.817227792317833,"GAPDH",1
"GO:0019789","GO:0019789","SUMO transferase activity","1/260","12/6790",0.374319515588436,0.885295362264713,0.817227792317833,"TRIM28",1
"GO:0019825","GO:0019825","oxygen binding","1/260","12/6790",0.374319515588436,0.885295362264713,0.817227792317833,"HBA2",1
"GO:0019865","GO:0019865","immunoglobulin binding","1/260","12/6790",0.374319515588436,0.885295362264713,0.817227792317833,"LGALS3",1
"GO:0070182","GO:0070182","DNA polymerase binding","1/260","12/6790",0.374319515588436,0.885295362264713,0.817227792317833,"HSP90AA1",1
"GO:0071855","GO:0071855","neuropeptide receptor binding","1/260","12/6790",0.374319515588436,0.885295362264713,0.817227792317833,"GNAS",1
"GO:0140358","GO:0140358","P-type transmembrane transporter activity","1/260","12/6790",0.374319515588436,0.885295362264713,0.817227792317833,"ATP1B1",1
"GO:0061135","GO:0061135","endopeptidase regulator activity","5/260","106/6790",0.382901535533566,0.889323167026503,0.820945911867159,"GAPDH/TIMP1/WFDC2/SPINK1/PEBP1",5
"GO:0004518","GO:0004518","nuclease activity","3/260","58/6790",0.384235852806306,0.889323167026503,0.820945911867159,"RNASE1/PLD3/RPS3",3
"GO:0020037","GO:0020037","heme binding","3/260","58/6790",0.384235852806306,0.889323167026503,0.820945911867159,"COX1/HBA2/PGRMC1",3
"GO:0044325","GO:0044325","transmembrane transporter binding","3/260","58/6790",0.384235852806306,0.889323167026503,0.820945911867159,"S100A10/HSP90AA1/YWHAZ",3
"GO:0004519","GO:0004519","endonuclease activity","2/260","35/6790",0.3899493081369,0.889323167026503,0.820945911867159,"RNASE1/RPS3",2
"GO:0015079","GO:0015079","potassium ion transmembrane transporter activity","2/260","35/6790",0.3899493081369,0.889323167026503,0.820945911867159,"AQP1/ATP1B1",2
"GO:1990841","GO:1990841","promoter-specific chromatin binding","2/260","35/6790",0.3899493081369,0.889323167026503,0.820945911867159,"TRIM28/EGR1",2
"GO:0008266","GO:0008266","poly(U) RNA binding","1/260","13/6790",0.398320242343674,0.890730716977047,0.822245239738614,"PABPC1",1
"GO:0043024","GO:0043024","ribosomal small subunit binding","1/260","13/6790",0.398320242343674,0.890730716977047,0.822245239738614,"EIF1",1
"GO:0043022","GO:0043022","ribosome binding","2/260","36/6790",0.403597292006174,0.890730716977047,0.822245239738614,"HSPA5/RACK1",2
"GO:0051213","GO:0051213","dioxygenase activity","2/260","36/6790",0.403597292006174,0.890730716977047,0.822245239738614,"ALOX5AP/ALOX15B",2
"GO:0005179","GO:0005179","hormone activity","2/260","37/6790",0.41709897530806,0.890730716977047,0.822245239738614,"CALCA/GRP",2
"GO:0001848","GO:0001848","complement binding","1/260","14/6790",0.42140372131529,0.890730716977047,0.822245239738614,"VSIG4",1
"GO:0008106","GO:0008106","alcohol dehydrogenase (NADP+) activity","1/260","14/6790",0.42140372131529,0.890730716977047,0.822245239738614,"AKR1B10",1
"GO:0008143","GO:0008143","poly(A) binding","1/260","14/6790",0.42140372131529,0.890730716977047,0.822245239738614,"PABPC1",1
"GO:0030547","GO:0030547","signaling receptor inhibitor activity","1/260","14/6790",0.42140372131529,0.890730716977047,0.822245239738614,"LY6E",1
"GO:0035925","GO:0035925","mRNA 3'-UTR AU-rich region binding","1/260","14/6790",0.42140372131529,0.890730716977047,0.822245239738614,"ZFP36L1",1
"GO:0036122","GO:0036122","BMP binding","1/260","14/6790",0.42140372131529,0.890730716977047,0.822245239738614,"CHRDL2",1
"GO:0042625","GO:0042625","ATPase-coupled ion transmembrane transporter activity","1/260","14/6790",0.42140372131529,0.890730716977047,0.822245239738614,"ATP5F1B",1
"GO:0044769","GO:0044769","ATPase activity, coupled to transmembrane movement of ions, rotational mechanism","1/260","14/6790",0.42140372131529,0.890730716977047,0.822245239738614,"ATP5F1B",1
"GO:0046961","GO:0046961","proton-transporting ATPase activity, rotational mechanism","1/260","14/6790",0.42140372131529,0.890730716977047,0.822245239738614,"ATP5F1B",1
"GO:0097001","GO:0097001","ceramide binding","1/260","14/6790",0.42140372131529,0.890730716977047,0.822245239738614,"PSAP",1
"GO:0005543","GO:0005543","phospholipid binding","9/260","212/6790",0.424370517127257,0.890730716977047,0.822245239738614,"PSAP/PEBP1/APOE/ANXA1/PFN1/WDR45B/PLA2G2A/F3/SNX3",9
"GO:0046906","GO:0046906","tetrapyrrole binding","3/260","62/6790",0.425821620375129,0.890730716977047,0.822245239738614,"COX1/HBA2/PGRMC1",3
"GO:0051087","GO:0051087","chaperone binding","3/260","63/6790",0.436073477038175,0.890730716977047,0.822245239738614,"GRN/HLA-B/HSPA5",3
"GO:0001227","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","4/260","88/6790",0.437054462947044,0.890730716977047,0.822245239738614,"AEBP1/ENO1/ASCL1/HDGF",4
"GO:0008307","GO:0008307","structural constituent of muscle","1/260","15/6790",0.443604877227042,0.890730716977047,0.822245239738614,"KRT19",1
"GO:0009678","GO:0009678","pyrophosphate hydrolysis-driven proton transmembrane transporter activity","1/260","15/6790",0.443604877227042,0.890730716977047,0.822245239738614,"ATP5F1B",1
"GO:0015144","GO:0015144","carbohydrate transmembrane transporter activity","1/260","15/6790",0.443604877227042,0.890730716977047,0.822245239738614,"AQP1",1
"GO:0015605","GO:0015605","organophosphate ester transmembrane transporter activity","1/260","15/6790",0.443604877227042,0.890730716977047,0.822245239738614,"SLC25A6",1
"GO:0016831","GO:0016831","carboxy-lyase activity","1/260","15/6790",0.443604877227042,0.890730716977047,0.822245239738614,"ODC1",1
"GO:0044390","GO:0044390","ubiquitin-like protein conjugating enzyme binding","1/260","15/6790",0.443604877227042,0.890730716977047,0.822245239738614,"RPS3",1
"GO:0070273","GO:0070273","phosphatidylinositol-4-phosphate binding","1/260","15/6790",0.443604877227042,0.890730716977047,0.822245239738614,"SNX3",1
"GO:0003714","GO:0003714","transcription corepressor activity","4/260","89/6790",0.44565427392751,0.890730716977047,0.822245239738614,"ENO1/BASP1/TRIM28/HDGF",4
"GO:0001217","GO:0001217","DNA-binding transcription repressor activity","4/260","90/6790",0.454214076833446,0.890730716977047,0.822245239738614,"AEBP1/ENO1/ASCL1/HDGF",4
"GO:0004033","GO:0004033","aldo-keto reductase (NADP) activity","1/260","16/6790",0.464957309982904,0.890730716977047,0.822245239738614,"AKR1B10",1
"GO:0008080","GO:0008080","N-acetyltransferase activity","1/260","16/6790",0.464957309982904,0.890730716977047,0.822245239738614,"SAT1",1
"GO:0008187","GO:0008187","poly-pyrimidine tract binding","1/260","16/6790",0.464957309982904,0.890730716977047,0.822245239738614,"PABPC1",1
"GO:0016796","GO:0016796","exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters","1/260","16/6790",0.464957309982904,0.890730716977047,0.822245239738614,"PLD3",1
"GO:0031369","GO:0031369","translation initiation factor binding","1/260","16/6790",0.464957309982904,0.890730716977047,0.822245239738614,"RPS24",1
"GO:0003725","GO:0003725","double-stranded RNA binding","2/260","42/6790",0.482134121702858,0.890730716977047,0.822245239738614,"TUBB4B/ILF2",2
"GO:0004623","GO:0004623","phospholipase A2 activity","1/260","17/6790",0.485493344734077,0.890730716977047,0.822245239738614,"PLA2G2A",1
"GO:0005484","GO:0005484","SNAP receptor activity","1/260","17/6790",0.485493344734077,0.890730716977047,0.822245239738614,"VAMP8",1
"GO:0005501","GO:0005501","retinoid binding","1/260","17/6790",0.485493344734077,0.890730716977047,0.822245239738614,"CRABP2",1
"GO:0008200","GO:0008200","ion channel inhibitor activity","1/260","17/6790",0.485493344734077,0.890730716977047,0.822245239738614,"RACK1",1
"GO:0016248","GO:0016248","channel inhibitor activity","1/260","17/6790",0.485493344734077,0.890730716977047,0.822245239738614,"RACK1",1
"GO:0017134","GO:0017134","fibroblast growth factor binding","1/260","17/6790",0.485493344734077,0.890730716977047,0.822245239738614,"RPS2",1
"GO:0017147","GO:0017147","Wnt-protein binding","1/260","17/6790",0.485493344734077,0.890730716977047,0.822245239738614,"WIF1",1
"GO:0019840","GO:0019840","isoprenoid binding","1/260","17/6790",0.485493344734077,0.890730716977047,0.822245239738614,"CRABP2",1
"GO:0030296","GO:0030296","protein tyrosine kinase activator activity","1/260","17/6790",0.485493344734077,0.890730716977047,0.822245239738614,"AREG",1
"GO:0035198","GO:0035198","miRNA binding","1/260","17/6790",0.485493344734077,0.890730716977047,0.822245239738614,"YBX1",1
"GO:0050750","GO:0050750","low-density lipoprotein particle receptor binding","1/260","17/6790",0.485493344734077,0.890730716977047,0.822245239738614,"APOE",1
"GO:0051861","GO:0051861","glycolipid binding","1/260","17/6790",0.485493344734077,0.890730716977047,0.822245239738614,"PSAP",1
"GO:0070717","GO:0070717","poly-purine tract binding","1/260","17/6790",0.485493344734077,0.890730716977047,0.822245239738614,"PABPC1",1
"GO:0070851","GO:0070851","growth factor receptor binding","3/260","68/6790",0.486215424927068,0.890730716977047,0.822245239738614,"ARF4/AGR2/AREG",3
"GO:0019902","GO:0019902","phosphatase binding","4/260","96/6790",0.504564041269453,0.898183066447135,0.829124601547809,"LGALS3/RACK1/HSP90AA1/SNX3",4
"GO:0005246","GO:0005246","calcium channel regulator activity","1/260","18/6790",0.505244080060984,0.898183066447135,0.829124601547809,"TSPAN13",1
"GO:0015932","GO:0015932","nucleobase-containing compound transmembrane transporter activity","1/260","18/6790",0.505244080060984,0.898183066447135,0.829124601547809,"SLC25A6",1
"GO:0051879","GO:0051879","Hsp90 protein binding","1/260","18/6790",0.505244080060984,0.898183066447135,0.829124601547809,"RPS3",1
"GO:0051219","GO:0051219","phosphoprotein binding","2/260","44/6790",0.506878519200552,0.898183066447135,0.829124601547809,"PFN1/YWHAZ",2
"GO:0043178","GO:0043178","alcohol binding","2/260","45/6790",0.518960155405974,0.898183066447135,0.829124601547809,"NPC2/CRABP2",2
"GO:0008138","GO:0008138","protein tyrosine/serine/threonine phosphatase activity","1/260","19/6790",0.524239434340982,0.898183066447135,0.829124601547809,"DUSP23",1
"GO:0042056","GO:0042056","chemoattractant activity","1/260","19/6790",0.524239434340982,0.898183066447135,0.829124601547809,"LGALS3",1
"GO:0042887","GO:0042887","amide transmembrane transporter activity","1/260","19/6790",0.524239434340982,0.898183066447135,0.829124601547809,"TAPBP",1
"GO:0043028","GO:0043028","cysteine-type endopeptidase regulator activity involved in apoptotic process","1/260","19/6790",0.524239434340982,0.898183066447135,0.829124601547809,"RACK1",1
"GO:0140359","GO:0140359","ABC-type transporter activity","1/260","19/6790",0.524239434340982,0.898183066447135,0.829124601547809,"TAPBP",1
"GO:0019901","GO:0019901","protein kinase binding","13/260","337/6790",0.530789093555661,0.898183066447135,0.829124601547809,"ND2/EEF1A1/GSTP1/PEBP1/RACK1/HSPB1/HSP90AA1/RAC1/ATP1B1/RPS3/RHOB/EZR/YWHAZ",13
"GO:0008135","GO:0008135","translation factor activity, RNA binding","2/260","46/6790",0.530843742011897,0.898183066447135,0.829124601547809,"EEF1A1/EIF1",2
"GO:0038024","GO:0038024","cargo receptor activity","2/260","46/6790",0.530843742011897,0.898183066447135,0.829124601547809,"SDC1/AGER",2
"GO:0046873","GO:0046873","metal ion transmembrane transporter activity","5/260","127/6790",0.539623757013289,0.898183066447135,0.829124601547809,"SLC39A7/SCNN1A/SCNN1B/AQP1/ATP1B1",5
"GO:0004180","GO:0004180","carboxypeptidase activity","1/260","20/6790",0.542508190369831,0.898183066447135,0.829124601547809,"CPE",1
"GO:0042169","GO:0042169","SH2 domain binding","1/260","20/6790",0.542508190369831,0.898183066447135,0.829124601547809,"RACK1",1
"GO:0043425","GO:0043425","bHLH transcription factor binding","1/260","20/6790",0.542508190369831,0.898183066447135,0.829124601547809,"ASCL1",1
"GO:0043531","GO:0043531","ADP binding","1/260","20/6790",0.542508190369831,0.898183066447135,0.829124601547809,"PGK1",1
"GO:0046625","GO:0046625","sphingolipid binding","1/260","20/6790",0.542508190369831,0.898183066447135,0.829124601547809,"PSAP",1
"GO:0051787","GO:0051787","misfolded protein binding","1/260","20/6790",0.542508190369831,0.898183066447135,0.829124601547809,"HSPA5",1
"GO:0061980","GO:0061980","regulatory RNA binding","1/260","20/6790",0.542508190369831,0.898183066447135,0.829124601547809,"YBX1",1
"GO:0071813","GO:0071813","lipoprotein particle binding","1/260","20/6790",0.542508190369831,0.898183066447135,0.829124601547809,"APOE",1
"GO:0071814","GO:0071814","protein-lipid complex binding","1/260","20/6790",0.542508190369831,0.898183066447135,0.829124601547809,"APOE",1
"GO:0000149","GO:0000149","SNARE binding","2/260","47/6790",0.542526684431156,0.898183066447135,0.829124601547809,"VAMP8/TMED9",2
"GO:0046332","GO:0046332","SMAD binding","2/260","47/6790",0.542526684431156,0.898183066447135,0.829124601547809,"COL3A1/COL1A2",2
"GO:0019207","GO:0019207","kinase regulator activity","5/260","128/6790",0.546676426605605,0.901713515471238,0.83238360547445,"GSTP1/RACK1/HSPB1/CCNI/AREG",5
"GO:0022836","GO:0022836","gated channel activity","3/260","75/6790",0.552579302901806,0.905024810557071,0.835440305518361,"SCNN1A/SCNN1B/AQP1",3
"GO:0004860","GO:0004860","protein kinase inhibitor activity","2/260","48/6790",0.554006874627359,0.905024810557071,0.835440305518361,"RACK1/HSPB1",2
"GO:0005516","GO:0005516","calmodulin binding","3/260","76/6790",0.561641860793317,0.905024810557071,0.835440305518361,"AEBP1/EEF1A1/MARCKSL1",3
"GO:0019210","GO:0019210","kinase inhibitor activity","2/260","49/6790",0.565282657920229,0.905024810557071,0.835440305518361,"RACK1/HSPB1",2
"GO:0016874","GO:0016874","ligase activity","3/260","77/6790",0.570593078416873,0.905024810557071,0.835440305518361,"ATP6/ATP8/ATP5F1B",3
"GO:0001784","GO:0001784","phosphotyrosine residue binding","1/260","22/6790",0.576975616976018,0.905024810557071,0.835440305518361,"PFN1",1
"GO:0001968","GO:0001968","fibronectin binding","1/260","22/6790",0.576975616976018,0.905024810557071,0.835440305518361,"IGFBP5",1
"GO:0004521","GO:0004521","endoribonuclease activity","1/260","22/6790",0.576975616976018,0.905024810557071,0.835440305518361,"RNASE1",1
"GO:0015297","GO:0015297","antiporter activity","1/260","22/6790",0.576975616976018,0.905024810557071,0.835440305518361,"SLC25A6",1
"GO:0070325","GO:0070325","lipoprotein particle receptor binding","1/260","22/6790",0.576975616976018,0.905024810557071,0.835440305518361,"APOE",1
"GO:0046914","GO:0046914","transition metal ion binding","16/260","429/6790",0.58215595829784,0.905024810557071,0.835440305518361,"COX2/TIMP1/AEBP1/FTL/S100A6/CPE/S100P/QPCT/S100A4/HBA2/S100A9/ALOX15B/TRIM28/MT2A/LCN2/EGR1",16
"GO:0008017","GO:0008017","microtubule binding","4/260","106/6790",0.583514842247753,0.905024810557071,0.835440305518361,"GAPDH/S100A9/RPS3/EZR",4
"GO:0051117","GO:0051117","ATPase binding","2/260","51/6790",0.587216465285819,0.905024810557071,0.835440305518361,"ATP1B1/EZR",2
"GO:0001046","GO:0001046","core promoter sequence-specific DNA binding","1/260","23/6790",0.593226553676112,0.905024810557071,0.835440305518361,"H3-3B",1
"GO:0003684","GO:0003684","damaged DNA binding","1/260","23/6790",0.593226553676112,0.905024810557071,0.835440305518361,"RPS3",1
"GO:0004527","GO:0004527","exonuclease activity","1/260","23/6790",0.593226553676112,0.905024810557071,0.835440305518361,"PLD3",1
"GO:0030544","GO:0030544","Hsp70 protein binding","1/260","23/6790",0.593226553676112,0.905024810557071,0.835440305518361,"RPS3",1
"GO:0046915","GO:0046915","transition metal ion transmembrane transporter activity","1/260","23/6790",0.593226553676112,0.905024810557071,0.835440305518361,"SLC39A7",1
"GO:0051536","GO:0051536","iron-sulfur cluster binding","1/260","23/6790",0.593226553676112,0.905024810557071,0.835440305518361,"RPS3",1
"GO:0051540","GO:0051540","metal cluster binding","1/260","23/6790",0.593226553676112,0.905024810557071,0.835440305518361,"RPS3",1
"GO:0070888","GO:0070888","E-box binding","1/260","23/6790",0.593226553676112,0.905024810557071,0.835440305518361,"ASCL1",1
"GO:1901505","GO:1901505","carbohydrate derivative transmembrane transporter activity","1/260","23/6790",0.593226553676112,0.905024810557071,0.835440305518361,"SLC25A6",1
"GO:0005518","GO:0005518","collagen binding","2/260","52/6790",0.597873172870308,0.90719469858253,0.837443357693046,"LUM/AEBP1",2
"GO:0051020","GO:0051020","GTPase binding","5/260","136/6790",0.601145881368514,0.90719469858253,0.837443357693046,"ENO1/HSP90AA1/BRK1/PFN1/YBX1",5
"GO:0004175","GO:0004175","endopeptidase activity","6/260","164/6790",0.604338887269304,0.90719469858253,0.837443357693046,"PGC/NAPSA/PRSS2/CTSE/F3/PDIA3",6
"GO:1990782","GO:1990782","protein tyrosine kinase binding","2/260","53/6790",0.608322786090235,0.90719469858253,0.837443357693046,"RACK1/HSP90AA1",2
"GO:0008170","GO:0008170","N-methyltransferase activity","1/260","24/6790",0.608855502404383,0.90719469858253,0.837443357693046,"NNMT",1
"GO:0016830","GO:0016830","carbon-carbon lyase activity","1/260","24/6790",0.608855502404383,0.90719469858253,0.837443357693046,"ODC1",1
"GO:1901618","GO:1901618","organic hydroxy compound transmembrane transporter activity","1/260","24/6790",0.608855502404383,0.90719469858253,0.837443357693046,"AQP1",1
"GO:1901981","GO:1901981","phosphatidylinositol phosphate binding","3/260","82/6790",0.613622767208523,0.911260388512324,0.841196449539223,"PFN1/WDR45B/SNX3",3
"GO:0005044","GO:0005044","scavenger receptor activity","1/260","25/6790",0.623886180703948,0.920386543810775,0.849620923522486,"AGER",1
"GO:0030291","GO:0030291","protein serine/threonine kinase inhibitor activity","1/260","25/6790",0.623886180703948,0.920386543810775,0.849620923522486,"HSPB1",1
"GO:0003924","GO:0003924","GTPase activity","6/260","169/6790",0.633676677938684,0.926555865461909,0.855315905477613,"ARF4/EEF1A1/TUBB4B/GNAS/RAC1/RHOB",6
"GO:0051015","GO:0051015","actin filament binding","4/260","113/6790",0.634261827786936,0.926555865461909,0.855315905477613,"MARCKSL1/DSTN/PLS3/EZR",4
"GO:0005267","GO:0005267","potassium channel activity","1/260","26/6790",0.638341405096701,0.926555865461909,0.855315905477613,"AQP1",1
"GO:0016504","GO:0016504","peptidase activator activity","1/260","26/6790",0.638341405096701,0.926555865461909,0.855315905477613,"RACK1",1
"GO:0005496","GO:0005496","steroid binding","2/260","56/6790",0.638432229445789,0.926555865461909,0.855315905477613,"PGRMC1/NPC2",2
"GO:0005525","GO:0005525","GTP binding","7/260","199/6790",0.645482526547501,0.933756276267744,0.861962699392337,"ARF4/EEF1A1/HSP90AA1/TUBB4B/GNAS/RAC1/RHOB",7
"GO:0016410","GO:0016410","N-acyltransferase activity","1/260","27/6790",0.652243125184646,0.940492506314635,0.86818100194357,"SAT1",1
"GO:0004864","GO:0004864","protein phosphatase inhibitor activity","1/260","28/6790",0.665612456465437,0.949324852446527,0.876334256821002,"LGALS3",1
"GO:0031492","GO:0031492","nucleosomal DNA binding","1/260","28/6790",0.665612456465437,0.949324852446527,0.876334256821002,"H3-3B",1
"GO:0043021","GO:0043021","ribonucleoprotein complex binding","3/260","89/6790",0.668841975377617,0.949324852446527,0.876334256821002,"HSPA5/EIF1/RACK1",3
"GO:0003779","GO:0003779","actin binding","7/260","204/6790",0.671111081371594,0.949324852446527,0.876334256821002,"S100A4/TMSB4X/PFN1/MARCKSL1/DSTN/PLS3/EZR",7
"GO:0019001","GO:0019001","guanyl nucleotide binding","7/260","204/6790",0.671111081371594,0.949324852446527,0.876334256821002,"ARF4/EEF1A1/HSP90AA1/TUBB4B/GNAS/RAC1/RHOB",7
